Data,ID Canal de Venda,Situação,Opção de Compra,ID Cliente,ID Vendedor,Funcionario,Ganho,Meta
17/07/2025,2,N,A,17,5,Júlia Fernandes,"516,88","678,00"
17/07/2025,1,N,U,10,2,Lucas Gabriel,"150,08","720,00"
17/07/2025,1,N,U,3,6,Rafael Costa,"423,44","199,00"
17/07/2025,1,N,U,9,3,Mariana Oliveira,"434,16","289,00"
17/07/2025,1,N,U,18,8,Leonardo Almeida,"528,70","313,00"
17/07/2025,1,N,U,3,7,Camila Souza,"211,48","617,00"
17/07/2025,2,N,U,13,7,Camila Souza,"850,56","617,00"
17/07/2025,2,N,A,2,8,Leonardo Almeida,"796,98","313,00"
17/07/2025,2,N,U,5,7,Camila Souza,"3.714,90","617,00"
17/07/2025,2,N,A,17,7,Camila Souza,"1.829,80","617,00"
17/07/2025,2,N,U,6,10,Felipe Santos,"22.243,84","796,00"
18/07/2025,2,N,U,10,5,Júlia Fernandes,"652,05","608,00"
18/07/2025,2,N,A,7,2,Lucas Gabriel,"10.369,62","698,00"
18/07/2025,1,N,U,16,8,Leonardo Almeida,"221,52","381,00"
18/07/2025,2,N,U,17,2,Lucas Gabriel,"247,08","698,00"
18/07/2025,2,N,A,10,3,Mariana Oliveira,"1.578,61","185,00"
18/07/2025,2,N,U,4,2,Lucas Gabriel,"1.588,65","698,00"
18/07/2025,1,N,U,8,3,Mariana Oliveira,"346,55","185,00"
18/07/2025,2,N,U,8,7,Camila Souza,"196,80","977,00"
18/07/2025,1,N,A,1,5,Júlia Fernandes,"6.191,50","608,00"
18/07/2025,1,N,U,8,10,Felipe Santos,"4.518,28","1.463,00"
19/07/2025,1,C,A,15,7,Camila Souza,"3.000,32","1.226,00"
19/07/2025,1,N,U,11,2,Lucas Gabriel,"6.792,44","252,00"
19/07/2025,1,N,A,1,2,Lucas Gabriel,"7.522,86","252,00"
19/07/2025,1,N,U,6,7,Camila Souza,"8.295,40","1.226,00"
19/07/2025,2,N,A,1,4,Pedro Henrique,"816,96","964,00"
19/07/2025,1,N,U,4,5,Júlia Fernandes,"1.085,80","172,00"
19/07/2025,2,N,U,3,7,Camila Souza,"1.027,95","1.226,00"
19/07/2025,1,N,U,8,5,Júlia Fernandes,"705,05","172,00"
19/07/2025,2,N,U,7,3,Mariana Oliveira,"292,80","1.224,00"
19/07/2025,1,N,U,13,2,Lucas Gabriel,"17,88","252,00"
19/07/2025,2,N,U,6,3,Mariana Oliveira,"482,76","1.224,00"
20/07/2025,2,N,A,10,8,Leonardo Almeida,"2.883,12","845,00"
20/07/2025,1,N,A,16,9,Gabriela Lima,"684,42","158,00"
20/07/2025,1,N,A,6,2,Lucas Gabriel,"7.708,16","801,00"
20/07/2025,2,N,A,4,8,Leonardo Almeida,"8.974,64","845,00"
20/07/2025,1,N,A,1,8,Leonardo Almeida,"781,44","845,00"
20/07/2025,2,N,U,18,9,Gabriela Lima,"888,28","158,00"
20/07/2025,2,N,U,18,9,Gabriela Lima,"519,56","158,00"
20/07/2025,1,N,U,15,3,Mariana Oliveira,"284,40","223,00"
20/07/2025,2,N,A,8,10,Felipe Santos,"536,76","976,00"
20/07/2025,2,N,U,3,9,Gabriela Lima,"230,48","158,00"
20/07/2025,2,N,A,15,9,Gabriela Lima,"1.362,30","158,00"
20/07/2025,2,N,A,4,1,Ana Beatriz,"1.254,75","526,00"
20/07/2025,1,N,A,8,4,Pedro Henrique,"1.003,68","708,00"
20/07/2025,1,N,A,14,3,Mariana Oliveira,"1.033,92","223,00"
20/07/2025,2,N,U,5,4,Pedro Henrique,"275,84","708,00"
21/07/2025,1,N,A,10,8,Leonardo Almeida,"3.047,20","645,00"
21/07/2025,2,N,U,18,7,Camila Souza,"1.434,60","720,00"
21/07/2025,2,N,A,10,1,Ana Beatriz,"663,04","311,00"
21/07/2025,1,N,U,14,5,Júlia Fernandes,"3.909,36","720,00"
21/07/2025,2,N,U,14,5,Júlia Fernandes,"210,16","720,00"
21/07/2025,1,N,U,4,10,Felipe Santos,"357,60","926,00"
21/07/2025,2,N,A,2,9,Gabriela Lima,"771,82","873,00"
21/07/2025,1,N,U,13,1,Ana Beatriz,"347,80","311,00"
21/07/2025,2,N,U,2,5,Júlia Fernandes,"203,78","720,00"
21/07/2025,2,N,U,7,7,Camila Souza,"568,92","720,00"
21/07/2025,2,N,A,11,9,Gabriela Lima,"1.646,82","873,00"
21/07/2025,1,N,U,16,6,Rafael Costa,"9.036,56","817,00"
21/07/2025,1,N,U,13,5,Júlia Fernandes,"10.426,80","720,00"
22/07/2025,1,N,A,7,5,Júlia Fernandes,"3.305,04","665,00"
22/07/2025,2,C,U,8,3,Mariana Oliveira,"3.396,22","877,00"
22/07/2025,1,N,A,8,10,Felipe Santos,"7.166,18","518,00"
22/07/2025,2,N,U,8,5,Júlia Fernandes,"4.276,26","665,00"
22/07/2025,2,N,A,16,1,Ana Beatriz,"7.258,90","697,00"
22/07/2025,2,N,U,7,3,Mariana Oliveira,"1.004,22","877,00"
22/07/2025,1,N,U,16,4,Pedro Henrique,"47,82","204,00"
22/07/2025,2,N,U,12,5,Júlia Fernandes,"7.442,82","665,00"
22/07/2025,2,N,A,13,7,Camila Souza,"1.606,55","772,00"
22/07/2025,2,N,U,8,6,Rafael Costa,"747,60","408,00"
22/07/2025,1,N,U,7,7,Camila Souza,"417,12","772,00"
22/07/2025,1,N,A,11,6,Rafael Costa,"1.065,72","408,00"
22/07/2025,2,C,U,15,1,Ana Beatriz,"206,40","697,00"
22/07/2025,1,N,U,18,4,Pedro Henrique,"244,80","204,00"
22/07/2025,1,N,U,1,9,Gabriela Lima,"446,40","787,00"
22/07/2025,2,N,A,14,10,Felipe Santos,"554,28","518,00"
22/07/2025,1,N,U,5,10,Felipe Santos,"64,32","518,00"
22/07/2025,2,N,U,13,10,Felipe Santos,"199,04","518,00"
22/07/2025,2,N,U,7,2,Lucas Gabriel,"2.923,20","911,00"
22/07/2025,1,N,A,16,9,Gabriela Lima,"1.581,47","787,00"
22/07/2025,2,N,U,10,6,Rafael Costa,"1.285,76","408,00"
23/07/2025,1,N,A,12,6,Rafael Costa,"6.383,32","881,00"
23/07/2025,2,N,U,10,8,Leonardo Almeida,"7.153,74","1.197,00"
23/07/2025,2,N,U,6,4,Pedro Henrique,"688,70","209,00"
23/07/2025,2,N,U,5,9,Gabriela Lima,"634,40","659,00"
23/07/2025,1,N,U,10,6,Rafael Costa,"1.307,28","881,00"
23/07/2025,2,N,U,5,10,Felipe Santos,"2.118,20","412,00"
23/07/2025,2,N,U,3,6,Rafael Costa,"1.962,45","881,00"
23/07/2025,1,N,A,2,7,Camila Souza,"464,88","1.226,00"
23/07/2025,1,N,U,9,7,Camila Souza,"578,46","1.226,00"
23/07/2025,1,N,A,10,9,Gabriela Lima,"1.445,95","659,00"
23/07/2025,2,N,U,12,1,Ana Beatriz,"3.532,20","730,00"
23/07/2025,2,N,U,7,4,Pedro Henrique,"4.141,20","209,00"
23/07/2025,1,N,A,17,7,Camila Souza,"6.496,00","1.226,00"
23/07/2025,1,C,U,3,2,Lucas Gabriel,"799,68","714,00"
24/07/2025,2,N,A,5,2,Lucas Gabriel,"8.852,34","1.224,00"
24/07/2025,1,N,U,9,3,Mariana Oliveira,"79,19","468,00"
24/07/2025,2,N,U,11,4,Pedro Henrique,"5.829,20","215,00"
24/07/2025,2,N,U,9,3,Mariana Oliveira,"1.020,16","468,00"
24/07/2025,1,N,A,16,3,Mariana Oliveira,"7.643,30","468,00"
24/07/2025,2,N,U,5,10,Felipe Santos,"1.307,28","1.500,00"
24/07/2025,1,C,U,15,8,Leonardo Almeida,"107,55","794,00"
24/07/2025,2,N,U,18,1,Ana Beatriz,"100,80","1.058,00"
24/07/2025,2,N,A,15,1,Ana Beatriz,"639,21","1.058,00"
24/07/2025,2,N,U,2,1,Ana Beatriz,"413,60","1.058,00"
24/07/2025,1,N,U,15,2,Lucas Gabriel,"389,84","1.224,00"
24/07/2025,1,N,U,1,8,Leonardo Almeida,"823,98","794,00"
24/07/2025,2,N,A,7,7,Camila Souza,"904,68","640,00"
24/07/2025,1,N,U,13,10,Felipe Santos,"423,36","1.500,00"
24/07/2025,2,N,U,12,8,Leonardo Almeida,"11.121,92","794,00"
25/07/2025,2,C,U,10,10,Felipe Santos,"2.053,49","794,00"
25/07/2025,1,N,A,9,5,Júlia Fernandes,"8.731,90","542,00"
25/07/2025,1,N,U,5,6,Rafael Costa,"433,56","526,00"
25/07/2025,2,N,U,5,2,Lucas Gabriel,"2.466,20","895,00"
25/07/2025,2,N,U,13,10,Felipe Santos,"319,50","794,00"
25/07/2025,2,N,U,7,2,Lucas Gabriel,"1.122,40","895,00"
25/07/2025,1,N,A,6,3,Mariana Oliveira,"341,28","514,00"
25/07/2025,1,N,U,4,3,Mariana Oliveira,"447,00","514,00"
25/07/2025,2,N,U,3,4,Pedro Henrique,"343,04","1.133,00"
25/07/2025,1,C,U,15,5,Júlia Fernandes,"673,98","542,00"
25/07/2025,1,N,U,6,2,Lucas Gabriel,"2.780,48","895,00"
26/07/2025,2,N,U,2,5,Júlia Fernandes,"1.237,72","814,00"
26/07/2025,1,N,U,5,3,Mariana Oliveira,"2.728,61","518,00"
26/07/2025,1,N,A,17,10,Felipe Santos,"10.369,62","1.245,00"
26/07/2025,1,N,A,10,9,Gabriela Lima,"1.713,12","535,00"
26/07/2025,2,N,A,1,7,Camila Souza,"1.088,19","1.009,00"
26/07/2025,1,N,U,14,4,Pedro Henrique,"268,80","299,00"
26/07/2025,2,N,U,17,4,Pedro Henrique,"38,40","299,00"
26/07/2025,1,N,U,8,3,Mariana Oliveira,"29,80","518,00"
26/07/2025,1,N,A,11,4,Pedro Henrique,"657,86","299,00"
26/07/2025,2,N,U,2,3,Mariana Oliveira,"404,20","518,00"
26/07/2025,1,N,A,14,10,Felipe Santos,"1.025,73","1.245,00"
26/07/2025,2,N,A,2,4,Pedro Henrique,"1.025,82","299,00"
26/07/2025,1,C,U,4,4,Pedro Henrique,"62,02","299,00"
26/07/2025,1,N,A,4,10,Felipe Santos,"940,58","1.245,00"
26/07/2025,2,N,U,13,6,Rafael Costa,"482,72","928,00"
27/07/2025,1,N,U,2,10,Felipe Santos,"7.206,29","693,00"
27/07/2025,2,N,U,7,9,Gabriela Lima,"6.731,15","1.114,00"
27/07/2025,1,N,A,4,5,Júlia Fernandes,"1.766,24","848,00"
27/07/2025,2,N,U,12,4,Pedro Henrique,"1.273,76","721,00"
27/07/2025,1,N,U,18,2,Lucas Gabriel,"72,00","882,00"
27/07/2025,1,N,U,2,1,Ana Beatriz,"366,60","215,00"
27/07/2025,2,N,U,6,5,Júlia Fernandes,"874,20","848,00"
27/07/2025,1,N,A,11,7,Camila Souza,"1.151,01","987,00"
27/07/2025,2,N,U,15,10,Felipe Santos,"639,20","693,00"
27/07/2025,1,N,U,6,4,Pedro Henrique,"444,54","721,00"
27/07/2025,1,N,A,15,8,Leonardo Almeida,"1.084,86","1.097,00"
27/07/2025,1,N,U,12,3,Mariana Oliveira,"674,24","1.226,00"
27/07/2025,2,N,A,8,3,Mariana Oliveira,"35.624,49","1.226,00"
27/07/2025,2,N,A,14,9,Gabriela Lima,"41.706,72","1.114,00"
28/07/2025,1,N,U,10,10,Felipe Santos,"1.237,72","777,00"
28/07/2025,1,N,A,15,7,Camila Souza,"2.578,40","664,00"
28/07/2025,2,N,A,5,2,Lucas Gabriel,"734,08","321,00"
28/07/2025,2,N,U,8,3,Mariana Oliveira,"2.856,84","346,00"
28/07/2025,2,N,U,18,8,Leonardo Almeida,"6.315,12","938,00"
28/07/2025,1,N,A,1,2,Lucas Gabriel,"7.455,35","321,00"
28/07/2025,2,N,U,17,8,Leonardo Almeida,"187,20","938,00"
28/07/2025,1,N,U,12,10,Felipe Santos,"315,88","777,00"
28/07/2025,2,N,A,3,9,Gabriela Lima,"1.010,07","410,00"
28/07/2025,1,N,U,5,8,Leonardo Almeida,"474,10","938,00"
28/07/2025,1,N,U,16,10,Felipe Santos,"21.896,28","777,00"
29/07/2025,2,N,U,17,5,Júlia Fernandes,"10.313,20","1.185,00"
29/07/2025,2,N,A,5,3,Mariana Oliveira,"1.792,80","350,00"
29/07/2025,2,N,U,9,6,Rafael Costa,"1.243,32","1.368,00"
29/07/2025,1,N,U,15,5,Júlia Fernandes,"398,50","1.185,00"
29/07/2025,2,N,A,4,7,Camila Souza,"3.660,36","1.221,00"
29/07/2025,1,N,A,18,5,Júlia Fernandes,"1.384,44","1.185,00"
29/07/2025,1,N,A,6,4,Pedro Henrique,"1.175,28","974,00"
29/07/2025,1,N,U,12,5,Júlia Fernandes,"518,52","1.185,00"
29/07/2025,2,N,U,18,7,Camila Souza,"273,36","1.221,00"
29/07/2025,2,N,A,17,2,Lucas Gabriel,"1.230,85","324,00"
29/07/2025,2,N,A,10,5,Júlia Fernandes,"1.230,85","1.185,00"
29/07/2025,2,C,U,11,7,Camila Souza,"770,82","1.221,00"
29/07/2025,1,N,A,17,9,Gabriela Lima,"856,08","1.381,00"
29/07/2025,2,N,A,1,1,Ana Beatriz,"990,84","1.450,00"
29/07/2025,1,N,A,6,3,Mariana Oliveira,"35.624,49","350,00"
30/07/2025,1,N,A,9,5,Júlia Fernandes,"2.437,76","675,00"
30/07/2025,1,N,A,14,7,Camila Souza,"2.765,92","415,00"
30/07/2025,2,N,U,8,7,Camila Souza,"5.202,72","415,00"
30/07/2025,2,N,U,14,2,Lucas Gabriel,"871,09","777,00"
30/07/2025,2,N,A,10,6,Rafael Costa,"12.798,54","348,00"
30/07/2025,1,N,U,2,7,Camila Souza,"461,50","415,00"
30/07/2025,1,N,A,8,7,Camila Souza,"346,02","415,00"
30/07/2025,1,N,U,17,2,Lucas Gabriel,"1.072,64","777,00"
30/07/2025,2,N,A,6,9,Gabriela Lima,"3.686,32","795,00"
30/07/2025,2,N,U,17,3,Mariana Oliveira,"123,24","455,00"
30/07/2025,1,N,U,18,1,Ana Beatriz,"230,40","680,00"
30/07/2025,1,N,U,12,4,Pedro Henrique,"42,88","544,00"
30/07/2025,1,N,U,8,4,Pedro Henrique,"192,96","544,00"
30/07/2025,1,N,U,10,1,Ana Beatriz,"75,04","680,00"
30/07/2025,1,N,U,18,3,Mariana Oliveira,"572,24","455,00"
30/07/2025,1,N,U,10,2,Lucas Gabriel,"646,78","777,00"
30/07/2025,2,N,A,9,5,Júlia Fernandes,"775,44","675,00"
30/07/2025,2,N,U,17,8,Leonardo Almeida,"5.237,40","260,00"
31/07/2025,1,N,A,4,8,Leonardo Almeida,"6.262,88","443,00"
31/07/2025,2,C,U,2,4,Pedro Henrique,"6.575,66","499,00"
31/07/2025,2,N,U,7,2,Lucas Gabriel,"1.878,76","512,00"
31/07/2025,1,N,A,13,1,Ana Beatriz,"8.491,02","1.277,00"
31/07/2025,2,N,U,12,3,Mariana Oliveira,"2.613,27","1.186,00"
31/07/2025,1,N,U,5,8,Leonardo Almeida,"10.761,60","443,00"
31/07/2025,2,N,U,17,8,Leonardo Almeida,"414,80","443,00"
31/07/2025,1,N,A,5,6,Rafael Costa,"9.272,20","727,00"
31/07/2025,2,N,U,7,3,Mariana Oliveira,"934,50","1.186,00"
31/07/2025,1,N,U,12,4,Pedro Henrique,"302,40","499,00"
31/07/2025,1,N,A,12,7,Camila Souza,"1.780,55","1.295,00"
31/07/2025,2,N,U,11,1,Ana Beatriz,"659,64","1.277,00"
01/08/2025,2,N,U,2,9,Gabriela Lima,"1.350,24","1.198,00"
01/08/2025,1,N,U,4,6,Rafael Costa,"515,20","1.243,00"
01/08/2025,1,N,A,5,6,Rafael Costa,"919,27","1.243,00"
01/08/2025,2,N,U,15,4,Pedro Henrique,"3.088,41","380,00"
01/08/2025,1,N,U,2,9,Gabriela Lima,"10.201,10","1.198,00"
01/08/2025,2,N,A,5,1,Ana Beatriz,"1.540,48","275,00"
01/08/2025,2,N,U,3,7,Camila Souza,"1.257,00","540,00"
01/08/2025,1,N,U,1,6,Rafael Costa,"537,75","1.243,00"
01/08/2025,2,N,A,17,4,Pedro Henrique,"725,62","380,00"
01/08/2025,2,N,U,11,5,Júlia Fernandes,"219,76","822,00"
01/08/2025,1,N,U,11,3,Mariana Oliveira,"343,04","820,00"
02/08/2025,1,N,U,18,9,Gabriela Lima,"841,80","915,00"
02/08/2025,2,N,U,14,9,Gabriela Lima,"1.659,24","915,00"
02/08/2025,1,N,A,6,9,Gabriela Lima,"497,70","915,00"
02/08/2025,1,N,U,10,10,Felipe Santos,"11,95","689,00"
02/08/2025,1,N,A,12,4,Pedro Henrique,"1.015,92","602,00"
02/08/2025,1,N,U,3,7,Camila Souza,"1.159,15","1.179,00"
02/08/2025,2,N,U,6,6,Rafael Costa,"160,80","891,00"
02/08/2025,2,N,U,10,4,Pedro Henrique,"219,76","602,00"
02/08/2025,2,N,A,3,2,Lucas Gabriel,"1.649,10","348,00"
02/08/2025,2,N,A,15,7,Camila Souza,"797,04","1.179,00"
03/08/2025,2,N,U,8,3,Mariana Oliveira,"534,47","627,00"
03/08/2025,2,N,U,10,6,Rafael Costa,"787,64","1.303,00"
03/08/2025,1,N,U,5,4,Pedro Henrique,"10.873,70","229,00"
03/08/2025,1,N,U,15,5,Júlia Fernandes,"48,80","805,00"
03/08/2025,2,N,U,15,10,Felipe Santos,"488,00","1.121,00"
03/08/2025,2,N,U,16,7,Camila Souza,"988,20","1.004,00"
03/08/2025,1,N,A,11,7,Camila Souza,"315,21","1.004,00"
03/08/2025,1,C,U,15,1,Ana Beatriz,"5,68","672,00"
03/08/2025,1,N,U,1,9,Gabriela Lima,"1.357,56","1.432,00"
03/08/2025,1,N,U,13,6,Rafael Costa,"1.370,60","1.303,00"
03/08/2025,1,N,U,5,10,Felipe Santos,"934,50","1.121,00"
03/08/2025,1,C,U,14,7,Camila Souza,"110,40","1.004,00"
03/08/2025,2,N,U,12,3,Mariana Oliveira,"49,76","627,00"
03/08/2025,1,N,U,9,5,Júlia Fernandes,"186,42","805,00"
03/08/2025,1,N,U,17,1,Ana Beatriz,"1.458,24","672,00"
03/08/2025,1,N,A,15,2,Lucas Gabriel,"31.280,04","342,00"
04/08/2025,1,N,U,15,9,Gabriela Lima,"7.398,60","1.323,00"
04/08/2025,1,N,U,2,9,Gabriela Lima,"4.932,40","1.323,00"
04/08/2025,1,N,A,15,2,Lucas Gabriel,"1.381,12","857,00"
04/08/2025,1,N,U,17,3,Mariana Oliveira,"1.012,60","1.337,00"
04/08/2025,2,N,U,5,6,Rafael Costa,"2.631,30","1.018,00"
04/08/2025,1,N,U,4,3,Mariana Oliveira,"28,40","1.337,00"
04/08/2025,1,N,A,15,5,Júlia Fernandes,"308,10","945,00"
04/08/2025,2,C,U,6,2,Lucas Gabriel,"50,28","857,00"
04/08/2025,1,N,U,7,3,Mariana Oliveira,"747,60","1.337,00"
04/08/2025,2,N,U,18,5,Júlia Fernandes,"239,00","945,00"
04/08/2025,2,N,A,8,10,Felipe Santos,"420,00","432,00"
04/08/2025,2,N,U,5,3,Mariana Oliveira,"512,56","1.337,00"
04/08/2025,1,N,U,8,7,Camila Souza,"447,84","298,00"
04/08/2025,2,N,U,13,10,Felipe Santos,"846,72","432,00"
04/08/2025,2,N,U,17,2,Lucas Gabriel,"1.285,76","857,00"
04/08/2025,2,N,A,11,4,Pedro Henrique,"1.882,08","896,00"
04/08/2025,2,N,A,2,5,Júlia Fernandes,"1.568,40","945,00"
04/08/2025,2,C,A,9,2,Lucas Gabriel,"31.280,04","857,00"
05/08/2025,2,N,U,14,5,Júlia Fernandes,"365,69","1.125,00"
05/08/2025,1,N,U,10,2,Lucas Gabriel,"1.514,30","1.169,00"
05/08/2025,2,N,A,11,10,Felipe Santos,"1.567,04","674,00"
05/08/2025,2,N,U,6,5,Júlia Fernandes,"653,54","1.125,00"
05/08/2025,2,C,A,16,5,Júlia Fernandes,"1.332,27","1.125,00"
05/08/2025,2,N,U,3,9,Gabriela Lima,"90,88","341,00"
05/08/2025,1,N,A,7,9,Gabriela Lima,"1.397,00","341,00"
05/08/2025,1,N,U,9,3,Mariana Oliveira,"1.806,70","1.237,00"
05/08/2025,2,N,A,6,4,Pedro Henrique,"406,85","1.357,00"
05/08/2025,2,N,A,13,9,Gabriela Lima,"1.055,76","341,00"
05/08/2025,2,N,U,4,4,Pedro Henrique,"298,75","1.357,00"
05/08/2025,2,N,U,14,10,Felipe Santos,"369,60","674,00"
05/08/2025,2,C,A,8,7,Camila Souza,"683,76","557,00"
05/08/2025,1,N,U,17,10,Felipe Santos,"658,00","674,00"
05/08/2025,2,N,A,3,2,Lucas Gabriel,"1.780,55","1.169,00"
06/08/2025,2,N,U,10,2,Lucas Gabriel,"984,55","1.324,00"
06/08/2025,2,N,A,12,6,Rafael Costa,"3.351,92","638,00"
06/08/2025,2,N,U,14,8,Leonardo Almeida,"2.053,49","1.478,00"
06/08/2025,1,N,U,17,3,Mariana Oliveira,"5.925,32","781,00"
06/08/2025,2,N,U,18,4,Pedro Henrique,"4.909,78","1.044,00"
06/08/2025,1,N,U,12,3,Mariana Oliveira,"184,60","781,00"
06/08/2025,2,N,A,14,6,Rafael Costa,"1.342,44","638,00"
06/08/2025,2,C,U,9,2,Lucas Gabriel,"207,32","1.324,00"
06/08/2025,1,N,U,8,2,Lucas Gabriel,"955,32","1.324,00"
06/08/2025,1,N,U,4,1,Ana Beatriz,"311,50","1.187,00"
06/08/2025,1,N,U,18,6,Rafael Costa,"1.147,20","638,00"
06/08/2025,1,N,U,10,2,Lucas Gabriel,"220,52","1.324,00"
06/08/2025,1,N,U,5,8,Leonardo Almeida,"450,24","1.478,00"
06/08/2025,2,N,U,13,5,Júlia Fernandes,"498,48","713,00"
06/08/2025,1,N,U,4,7,Camila Souza,"584,68","692,00"
06/08/2025,1,N,U,10,7,Camila Souza,"458,88","692,00"
06/08/2025,1,C,U,12,2,Lucas Gabriel,"1.390,98","1.324,00"
06/08/2025,2,N,U,16,1,Ana Beatriz,"501,76","1.187,00"
06/08/2025,2,N,U,9,4,Pedro Henrique,"19.810,92","1.044,00"
07/08/2025,1,N,A,3,3,Mariana Oliveira,"2.648,72","961,00"
07/08/2025,2,N,U,15,2,Lucas Gabriel,"2.930,03","216,00"
07/08/2025,2,N,U,3,8,Leonardo Almeida,"672,60","1.132,00"
07/08/2025,2,N,A,14,4,Pedro Henrique,"12.798,54","931,00"
07/08/2025,1,N,U,4,8,Leonardo Almeida,"204,48","1.132,00"
07/08/2025,1,N,U,8,2,Lucas Gabriel,"95,60","216,00"
07/08/2025,2,N,U,14,9,Gabriela Lima,"482,40","453,00"
07/08/2025,2,N,A,1,9,Gabriela Lima,"1.410,10","453,00"
07/08/2025,1,N,U,8,6,Rafael Costa,"284,46","1.035,00"
07/08/2025,1,N,A,15,3,Mariana Oliveira,"1.019,56","961,00"
07/08/2025,1,N,A,15,6,Rafael Costa,"5.328,75","1.035,00"
07/08/2025,2,N,U,8,2,Lucas Gabriel,"1.285,76","216,00"
07/08/2025,1,C,U,4,2,Lucas Gabriel,"10.426,80","216,00"
08/08/2025,1,N,U,13,4,Pedro Henrique,"3.757,52","674,00"
08/08/2025,1,N,U,8,1,Ana Beatriz,"6.575,66","1.279,00"
08/08/2025,1,N,U,3,8,Leonardo Almeida,"2.613,27","1.023,00"
08/08/2025,1,N,U,8,2,Lucas Gabriel,"6.335,20","316,00"
08/08/2025,2,N,U,14,8,Leonardo Almeida,"134,20","1.023,00"
08/08/2025,1,N,U,5,1,Ana Beatriz,"6.315,12","1.279,00"
08/08/2025,1,C,U,11,10,Felipe Santos,"5.788,86","1.006,00"
08/08/2025,2,N,U,17,6,Rafael Costa,"1.308,30","1.387,00"
08/08/2025,2,N,U,16,1,Ana Beatriz,"47,40","1.279,00"
08/08/2025,2,N,U,11,7,Camila Souza,"355,50","1.438,00"
08/08/2025,1,C,U,4,5,Júlia Fernandes,"621,40","286,00"
08/08/2025,1,N,A,11,2,Lucas Gabriel,"522,99","316,00"
08/08/2025,2,N,U,9,8,Leonardo Almeida,"1.261,92","1.023,00"
08/08/2025,2,N,A,2,4,Pedro Henrique,"922,50","674,00"
09/08/2025,2,N,U,13,10,Felipe Santos,"109,80","995,00"
09/08/2025,2,N,U,9,8,Leonardo Almeida,"683,20","698,00"
09/08/2025,1,N,U,8,2,Lucas Gabriel,"292,80","1.009,00"
09/08/2025,2,N,A,15,9,Gabriela Lima,"8.833,65","1.193,00"
09/08/2025,2,N,U,17,7,Camila Souza,"201,64","602,00"
09/08/2025,1,N,U,6,2,Lucas Gabriel,"1.099,40","1.009,00"
09/08/2025,2,N,U,18,4,Pedro Henrique,"65,80","182,00"
09/08/2025,2,N,U,8,4,Pedro Henrique,"416,42","182,00"
09/08/2025,1,N,U,11,4,Pedro Henrique,"79,74","182,00"
09/08/2025,2,N,U,9,7,Camila Souza,"1.505,28","602,00"
10/08/2025,2,N,U,5,3,Mariana Oliveira,"386,40","239,00"
10/08/2025,1,N,U,7,6,Rafael Costa,"1.434,60","1.115,00"
10/08/2025,2,N,U,7,4,Pedro Henrique,"205,90","664,00"
10/08/2025,2,N,U,13,9,Gabriela Lima,"866,20","593,00"
10/08/2025,1,N,U,8,2,Lucas Gabriel,"2.772,35","1.469,00"
10/08/2025,1,N,U,6,6,Rafael Costa,"227,52","1.115,00"
10/08/2025,2,N,U,15,5,Júlia Fernandes,"155,35","1.163,00"
10/08/2025,2,N,A,4,2,Lucas Gabriel,"591,43","1.469,00"
10/08/2025,2,N,U,2,6,Rafael Costa,"758,56","1.115,00"
11/08/2025,2,N,U,7,7,Camila Souza,"1.011,64","909,00"
11/08/2025,2,N,A,4,4,Pedro Henrique,"1.819,36","1.313,00"
11/08/2025,2,N,U,16,9,Gabriela Lima,"404,95","485,00"
11/08/2025,1,N,A,4,10,Felipe Santos,"1.410,10","757,00"
11/08/2025,2,N,U,2,10,Felipe Santos,"1.161,54","757,00"
11/08/2025,1,N,A,2,1,Ana Beatriz,"1.314,50","1.394,00"
11/08/2025,2,N,U,6,1,Ana Beatriz,"593,62","1.394,00"
12/08/2025,1,N,A,2,10,Felipe Santos,"3.305,04","1.313,00"
12/08/2025,2,N,U,8,7,Camila Souza,"2.559,83","555,00"
12/08/2025,1,N,U,15,3,Mariana Oliveira,"233,45","301,00"
12/08/2025,2,N,U,12,2,Lucas Gabriel,"794,86","180,00"
12/08/2025,1,C,U,3,3,Mariana Oliveira,"2.745,88","301,00"
12/08/2025,1,N,U,10,2,Lucas Gabriel,"159,40","180,00"
12/08/2025,1,N,U,8,3,Mariana Oliveira,"440,20","301,00"
12/08/2025,1,N,U,13,4,Pedro Henrique,"156,20","1.173,00"
12/08/2025,1,N,U,17,10,Felipe Santos,"2.834,65","1.313,00"
12/08/2025,2,N,U,13,6,Rafael Costa,"37,92","966,00"
12/08/2025,2,N,U,1,2,Lucas Gabriel,"249,60","180,00"
12/08/2025,2,N,U,12,7,Camila Souza,"190,72","555,00"
12/08/2025,2,N,A,5,6,Rafael Costa,"491,70","966,00"
12/08/2025,1,C,A,13,6,Rafael Costa,"1.072,71","966,00"
12/08/2025,2,N,U,15,7,Camila Souza,"637,92","555,00"
12/08/2025,2,C,U,11,4,Pedro Henrique,"19.115,80","1.173,00"
13/08/2025,1,N,A,17,5,Júlia Fernandes,"825,33","774,00"
13/08/2025,1,N,U,14,3,Mariana Oliveira,"5.464,11","1.135,00"
13/08/2025,1,N,A,18,1,Ana Beatriz,"1.779,52","790,00"
13/08/2025,2,N,U,1,5,Júlia Fernandes,"1.557,50","774,00"
13/08/2025,2,N,U,8,4,Pedro Henrique,"218,04","461,00"
13/08/2025,2,N,U,15,1,Ana Beatriz,"374,46","790,00"
13/08/2025,2,N,U,7,4,Pedro Henrique,"213,30","461,00"
